STATION,DATE,TEMP,PRCP,WIND,VISIBILITY,CEILING,Year,Month,Day,Season,WeatherCondition,Airport,IATA,Name,City,State
USW00014739,2023-09-07,60.1,0.03,7.0,6.4,2398,2023,9,7,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-08,69.4,0.02,6.9,10.0,10872,2023,9,8,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-09,65.7,0.06,4.2,9.2,23832,2023,9,9,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-10,43.4,0.01,16.3,2.6,18307,2023,9,10,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-11,65.2,0.09,1.5,7.0,10408,2023,9,11,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-12,51.7,0.13,12.9,7.8,16906,2023,9,12,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-13,58.2,0.12,34.8,3.5,10781,2023,9,13,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-14,66.5,0.01,4.1,8.3,12989,2023,9,14,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-15,44.3,0.11,11.4,7.9,19541,2023,9,15,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-16,62.5,0.13,7.5,9.8,18992,2023,9,16,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-17,44.1,0.11,10.0,10.0,27469,2023,9,17,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-18,65.0,0.01,3.2,10.0,22478,2023,9,18,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-19,44.5,0.1,12.9,7.8,29213,2023,9,19,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-20,52.3,0.05,10.7,8.9,13981,2023,9,20,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-21,51.3,0.05,10.7,7.5,37889,2023,9,21,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-22,49.8,0.24,36.5,3.9,25786,2023,9,22,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-23,50.7,0.05,21.5,8.9,28179,2023,9,23,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-24,59.0,0.41,11.9,9.4,19946,2023,9,24,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-25,64.4,0.12,11.6,10.0,15252,2023,9,25,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-26,83.2,0.22,14.3,7.4,23175,2023,9,26,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-27,69.2,0.04,3.8,8.2,34316,2023,9,27,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-28,55.1,0.02,8.8,6.5,-3000,2023,9,28,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-29,63.1,0.02,12.9,10.0,24555,2023,9,29,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-09-30,72.2,0.17,2.0,7.5,21120,2023,9,30,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-01,77.8,0.07,13.7,8.1,11415,2023,10,1,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-02,51.8,0.3,1.3,8.9,10071,2023,10,2,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-03,27.0,0.02,8.7,10.0,20470,2023,10,3,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-04,38.2,0.0,16.2,6.8,3695,2023,10,4,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-05,65.8,0.22,26.3,7.1,-1314,2023,10,5,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-06,35.2,0.04,4.2,8.8,31350,2023,10,6,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-07,74.3,0.07,3.9,1.8,12228,2023,10,7,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-08,53.3,0.0,9.1,2.0,13683,2023,10,8,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-09,53.1,0.05,5.3,6.2,24373,2023,10,9,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-10,66.4,0.1,5.8,8.8,9737,2023,10,10,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-11,38.0,0.21,7.6,4.2,27810,2023,10,11,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-12,76.9,0.02,5.9,3.9,15140,2023,10,12,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-13,61.0,0.06,7.6,10.0,15821,2023,10,13,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-14,54.6,0.1,4.1,2.5,19889,2023,10,14,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-15,50.9,0.01,8.2,6.9,20366,2023,10,15,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-16,45.1,0.0,2.7,10.0,14719,2023,10,16,Fall,Clear,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-17,69.6,0.04,6.2,8.5,33809,2023,10,17,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-18,49.6,0.07,3.2,3.2,16359,2023,10,18,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-19,80.4,0.02,16.0,9.4,11229,2023,10,19,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-20,49.0,0.04,3.8,10.0,24226,2023,10,20,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-21,56.9,0.06,0.9,8.4,10994,2023,10,21,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-22,45.0,0.24,13.7,10.0,12044,2023,10,22,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-23,60.4,0.01,2.8,7.5,-3586,2023,10,23,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-24,24.2,0.2,18.3,8.2,-7257,2023,10,24,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-25,31.3,0.01,6.0,3.7,31967,2023,10,25,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-26,49.9,0.07,8.4,10.0,31349,2023,10,26,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-27,64.3,0.02,13.7,5.6,15193,2023,10,27,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-28,27.7,0.17,3.6,10.0,23612,2023,10,28,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-29,27.7,0.16,4.0,6.9,22421,2023,10,29,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-30,91.3,0.42,6.4,10.0,16279,2023,10,30,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-10-31,51.1,0.17,2.1,5.4,21564,2023,10,31,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-01,69.2,0.09,14.8,5.8,7983,2023,11,1,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-02,91.8,0.04,10.8,7.1,26990,2023,11,2,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-03,27.6,0.25,15.6,8.4,27076,2023,11,3,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-04,75.2,0.04,8.4,10.0,24236,2023,11,4,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-05,64.4,0.08,17.0,10.0,30380,2023,11,5,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-06,56.2,0.15,1.1,9.6,21356,2023,11,6,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-07,40.7,0.03,2.9,8.1,19394,2023,11,7,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-08,21.9,0.31,14.7,6.6,33654,2023,11,8,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-09,89.2,0.04,8.0,7.7,32002,2023,11,9,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-10,57.9,0.02,20.8,6.0,33169,2023,11,10,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-11,71.9,0.31,16.7,9.9,21842,2023,11,11,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-12,63.0,0.13,4.1,10.0,28486,2023,11,12,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-13,56.9,0.08,10.0,10.0,28437,2023,11,13,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-14,45.4,0.06,12.4,5.4,31263,2023,11,14,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-15,44.9,0.17,16.7,1.6,16685,2023,11,15,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-16,88.9,0.16,16.7,10.0,20585,2023,11,16,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-17,65.1,0.04,9.2,4.6,15078,2023,11,17,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-18,55.9,0.02,10.8,10.0,16973,2023,11,18,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-19,36.4,0.01,9.1,3.9,26829,2023,11,19,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-20,61.3,0.04,8.3,8.0,18547,2023,11,20,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-21,83.1,0.23,4.2,8.2,28016,2023,11,21,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-22,39.9,0.01,17.3,8.7,19031,2023,11,22,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-23,65.1,0.14,9.2,7.9,20639,2023,11,23,Fall,Moderate,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-24,55.7,0.08,5.1,3.9,15350,2023,11,24,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-25,80.6,0.01,12.5,9.3,4327,2023,11,25,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-26,66.3,0.09,6.9,9.5,25254,2023,11,26,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-27,41.1,0.05,2.5,4.0,29581,2023,11,27,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-28,42.1,0.0,5.0,10.0,19496,2023,11,28,Fall,Clear,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-29,45.8,0.07,10.7,10.0,26816,2023,11,29,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00014739,2023-11-30,62.5,0.01,5.2,6.1,29232,2023,11,30,Fall,Mild,BOS,BOS,Boston Logan International Airport,Boston,MA
USW00013874,2022-12-01,32.0,0.51,12.1,8.0,23432,2022,12,1,Winter,Severe,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-02,13.9,0.105,4.8,8.0,25598,2022,12,2,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-03,41.9,0.5700000000000001,1.9,3.84,19007,2022,12,3,Winter,Severe,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-04,31.7,0.15,22.9,5.120000000000001,12701,2022,12,4,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-05,38.9,0.2249999999999999,2.4,5.760000000000001,25922,2022,12,5,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-06,14.5,0.0,21.1,5.760000000000001,26935,2022,12,6,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-07,50.0,0.06,6.2,8.0,20922,2022,12,7,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-08,38.6,0.12,5.2,8.0,15814,2022,12,8,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-09,10.2,0.015,16.8,2.8800000000000003,41780,2022,12,9,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-10,36.0,0.045,2.4,5.28,4251,2022,12,10,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-11,34.1,0.195,2.3,6.88,20724,2022,12,11,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-12,31.4,0.12,12.7,6.720000000000001,15872,2022,12,12,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-13,49.5,0.18,1.0,2.08,12853,2022,12,13,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-14,35.1,0.09,15.3,4.16,26643,2022,12,14,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-15,50.0,0.21,11.5,6.640000000000001,26222,2022,12,15,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-16,44.4,0.21,12.9,0.0,21312,2022,12,16,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-17,54.1,0.075,17.0,2.64,22625,2022,12,17,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-18,53.1,0.3,9.5,8.0,32680,2022,12,18,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-19,47.6,0.09,6.5,6.16,-543,2022,12,19,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-20,33.8,0.0,11.6,7.440000000000001,11770,2022,12,20,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-21,23.6,0.075,1.4,4.5600000000000005,10832,2022,12,21,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-22,-4.3,0.06,3.3,3.6,12935,2022,12,22,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-23,18.3,0.12,6.4,8.0,15034,2022,12,23,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-24,25.6,0.075,5.4,5.5200000000000005,16278,2022,12,24,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-25,16.3,0.4349999999999999,3.9,7.359999999999999,8062,2022,12,25,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-26,30.0,0.09,8.1,7.28,14330,2022,12,26,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-27,50.1,0.42,9.1,2.8800000000000003,13462,2022,12,27,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-28,10.2,0.03,19.4,7.040000000000001,9142,2022,12,28,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-29,37.1,0.03,3.4,8.0,31952,2022,12,29,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-30,27.0,0.135,26.0,7.120000000000001,22036,2022,12,30,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2022-12-31,31.9,0.105,8.3,7.440000000000001,19123,2022,12,31,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-01,32.4,0.015,12.5,4.64,18318,2023,1,1,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-02,47.9,0.09,6.5,6.08,25601,2023,1,2,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-03,17.5,0.345,11.2,5.120000000000001,22323,2023,1,3,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-04,25.6,0.63,6.8,7.6,19785,2023,1,4,Winter,Severe,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-05,48.7,0.165,6.0,7.440000000000001,12994,2023,1,5,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-06,32.9,0.045,6.9,8.0,7783,2023,1,6,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-07,41.6,0.09,12.2,7.2,5030,2023,1,7,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-08,30.8,0.06,8.6,8.0,37772,2023,1,8,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-09,42.3,0.315,11.2,4.64,13094,2023,1,9,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-10,30.5,0.045,1.1,8.0,19970,2023,1,10,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-11,-1.8,0.09,17.8,3.76,15101,2023,1,11,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-12,27.2,0.075,8.0,4.5600000000000005,38795,2023,1,12,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-13,30.5,0.09,15.6,7.440000000000001,20639,2023,1,13,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-14,18.6,0.0,8.0,7.6,25441,2023,1,14,Winter,Clear,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-15,52.9,0.075,10.3,6.16,28112,2023,1,15,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-16,36.6,0.255,8.7,5.44,4526,2023,1,16,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-17,41.7,0.015,0.7,2.32,17854,2023,1,17,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-18,38.9,0.06,5.9,8.0,19403,2023,1,18,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-19,28.4,0.48,10.8,3.44,12002,2023,1,19,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-20,49.2,0.135,5.3,3.04,10844,2023,1,20,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-21,36.2,0.015,8.6,6.4,10654,2023,1,21,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-22,37.1,0.3,17.6,7.2,42199,2023,1,22,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-23,15.8,0.2249999999999999,6.3,7.68,22849,2023,1,23,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-24,46.3,0.15,8.9,8.0,10590,2023,1,24,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-25,40.7,0.12,17.3,5.120000000000001,29221,2023,1,25,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-26,53.6,0.33,14.4,5.760000000000001,11208,2023,1,26,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-27,44.4,0.39,16.6,8.0,32422,2023,1,27,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-28,38.3,0.195,4.0,6.4,2253,2023,1,28,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-29,-4.8,0.105,10.0,3.92,6924,2023,1,29,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-30,46.7,0.105,11.0,7.76,9731,2023,1,30,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-01-31,37.3,0.255,4.1,6.0,14889,2023,1,31,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-01,46.5,0.375,1.7,8.0,41186,2023,2,1,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-02,47.6,0.03,0.8,5.920000000000001,7637,2023,2,2,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-03,17.2,0.09,25.7,8.0,9709,2023,2,3,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-04,38.1,0.03,8.1,7.840000000000001,34508,2023,2,4,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-05,60.3,0.6000000000000001,12.3,6.96,13776,2023,2,5,Winter,Severe,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-06,56.7,0.12,7.8,8.0,37,2023,2,6,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-07,27.8,0.03,20.6,5.760000000000001,23175,2023,2,7,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-08,60.5,0.03,20.4,4.48,20588,2023,2,8,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-09,47.4,0.015,43.2,8.0,42965,2023,2,9,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-10,35.4,0.5700000000000001,10.5,4.32,18799,2023,2,10,Winter,Severe,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-11,30.2,0.015,5.8,6.720000000000001,22170,2023,2,11,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-12,56.3,0.03,9.4,7.52,22431,2023,2,12,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-13,32.9,0.2249999999999999,16.6,6.56,32593,2023,2,13,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-14,23.3,0.3,16.9,4.4,25390,2023,2,14,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-15,9.1,0.015,15.4,4.5600000000000005,39972,2023,2,15,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-16,54.1,0.075,6.5,5.84,33136,2023,2,16,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-17,34.1,0.27,6.5,5.920000000000001,30347,2023,2,17,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-18,44.1,0.09,6.4,3.3600000000000003,13063,2023,2,18,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-19,30.3,0.24,2.6,4.800000000000001,20759,2023,2,19,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-20,37.0,0.2249999999999999,6.7,7.840000000000001,10131,2023,2,20,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-21,31.9,0.255,11.2,6.720000000000001,28050,2023,2,21,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-22,29.7,0.3,14.0,6.640000000000001,9513,2023,2,22,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-23,46.5,0.3,6.3,8.0,40734,2023,2,23,Winter,Moderate,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-24,14.1,0.045,0.9,6.56,34981,2023,2,24,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
USW00013874,2023-02-25,77.8,0.075,13.7,6.32,25570,2023,2,25,Winter,Mild,ATL,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA
